Date,Elevation (ft)
1888/5/15,4205.9
1888/6/15,4206
1888/7/15,4205.6
1888/8/15,4205.2
1888/9/15,4204.8
1888/10/15,4204.4
1888/11/15,4203.9
1888/12/15,4204.1
1889/1/15,4204.1
1889/2/15,4204.2
1889/3/15,4204.5
1889/4/15,4204.8
1889/5/15,4204.4
1889/6/15,4204.2
1889/7/15,4203.7
1889/8/15,4203.1
1889/9/15,4202.6
1889/10/15,4202.1
1889/12/15,4202.2
1890/1/15,4202.3
1890/2/15,4202.7
1890/3/15,4203
1890/4/15,4203.3
1890/5/15,4203.7
1890/7/15,4204.1
1890/8/15,4203.7
1890/9/15,4203.2
1890/11/15,4202.7
1890/12/15,4202.7
1891/1/15,4202.8
1891/2/15,4202.8
1891/3/15,4203.1
1891/4/15,4203.2
1891/5/15,4203.4
1891/6/15,4203.5
1891/9/15,4202.8
1891/10/15,4202.4
1891/11/15,4202.4
1891/12/15,4202.3
1892/1/15,4202.3
1892/2/15,4202.3
1892/8/15,4203
1892/10/15,4201.3
1893/1/15,4201.7
1893/2/15,4201.9
1893/3/15,4202
1893/4/15,4202.4
1893/5/15,4202.8
1893/6/15,4203
1893/7/15,4202.8
1893/8/15,4202
1893/9/15,4201.8
1893/10/15,4201
1894/1/15,4201.5
1894/2/15,4201.7
1894/3/15,4201.6
1894/4/15,4202.1
1894/5/15,4202.5
1894/6/15,4203
1894/7/15,4203
1894/10/15,4201.9
1894/11/15,4201.6
1895/5/15,4202.2
1895/12/15,4200.7
1896/1/15,4200.8
1896/2/15,4201
1896/3/15,4201.1
1896/4/15,4201.3
1896/5/15,4201.3
1896/6/15,4201.8
1896/7/15,4201.8
1896/8/15,4201.3
1896/9/15,4200.9
1896/10/15,4200.7
1896/11/15,4200.4
1896/12/15,4200.5
1897/1/15,4200.8
1897/2/15,4201
1897/3/15,4201.3
1897/4/15,4201.6
1897/5/15,4201.9
1897/6/15,4202.3
1897/7/15,4202
1897/8/15,4201.5
1897/9/15,4201.2
1897/10/15,4200.7
1897/11/15,4200.5
1897/12/15,4200.6
1898/1/15,4200.8
1898/2/15,4200.9
1898/3/15,4201.2
1898/4/15,4201.4
1898/5/15,4201.7
1898/6/15,4201.9
1898/7/15,4201.8
1898/8/15,4201.3
1898/9/15,4200.7
1898/10/15,4200.3
1898/11/15,4200
1898/12/15,4199.8
1899/1/15,4199.9
1899/2/15,4200.2
1899/3/15,4200.5
1899/4/15,4200.8
1899/5/15,4200.9
1899/6/15,4201.2
1899/7/15,4201.2
1899/8/15,4200.8
1899/9/15,4200.5
1899/10/15,4200.2
1899/11/15,4200.2
1899/12/15,4199.9
1/15/1900,4200.5
6/15/1900,4201.1
9/15/1900,4199.2
1/15/1901,4198.9
4/15/1901,4200.2
11/15/1901,4198.5
3/15/1902,4199
10/15/1902,4196.9
11/15/1902,4196.5
12/15/1902,4196.6
1/15/1903,4196.7
2/15/1903,4196.9
3/15/1903,4197
4/15/1903,4197.3
5/15/1903,4197.6
6/15/1903,4197.7
7/15/1903,4197.7
8/15/1903,4197.1
9/15/1903,4196.7
10/15/1903,4196.2
11/15/1903,4196.1
12/15/1903,4196.1
1/15/1904,4196.4
2/15/1904,4196.4
3/15/1904,4196.8
4/15/1904,4197.6
5/15/1904,4197.7
6/15/1904,4198.3
7/15/1904,4198.3
8/15/1904,4197.9
9/15/1904,4197.5
10/15/1904,4197.2
11/15/1904,4196.9
12/15/1904,4196.9
1/15/1905,4196.9
2/15/1905,4197
3/15/1905,4197.2
4/15/1905,4197.5
5/15/1905,4197.6
6/15/1905,4197.6
7/15/1905,4197.3
8/15/1905,4196.8
9/15/1905,4196.3
10/15/1905,4196
11/15/1905,4195.8
12/15/1905,4195.9
1/15/1906,4195.9
2/15/1906,4196.1
3/15/1906,4196.4
4/15/1906,4197
5/15/1906,4197.4
6/15/1906,4197.9
7/15/1906,4198.3
8/15/1906,4197.8
9/15/1906,4197.5
10/15/1906,4197.3
11/15/1906,4197.1
12/15/1906,4197.1
1/15/1907,4197.4
2/15/1907,4197.7
3/15/1907,4198.4
4/15/1907,4198.9
5/15/1907,4199.5
6/15/1907,4199.9
7/15/1907,4200.5
8/15/1907,4200.4
9/15/1907,4200.1
10/15/1907,4199.8
11/15/1907,4199.9
12/15/1907,4199.9
1/15/1908,4200.1
2/15/1908,4200.3
3/15/1908,4200.6
4/15/1908,4200.7
5/15/1908,4200.7
6/15/1908,4200.8
7/15/1908,4201
8/15/1908,4200.7
9/15/1908,4200.1
10/15/1908,4199.9
11/15/1908,4200
12/15/1908,4200.1
1/15/1909,4200.3
2/15/1909,4200.8
3/15/1909,4201.1
4/15/1909,4201.5
5/15/1909,4201.7
6/15/1909,4202.4
7/15/1909,4202.6
8/15/1909,4202.4
9/15/1909,4202.1
10/15/1909,4202
11/15/1909,4202
12/15/1909,4202.3
1/15/1910,4202.6
2/15/1910,4202.9
3/15/1910,4203.1
4/15/1910,4203.6
5/15/1910,4203.9
6/15/1910,4203.9
7/15/1910,4203.4
8/15/1910,4203
9/15/1910,4202.5
10/15/1910,4202.1
11/15/1910,4202
12/15/1910,4201.9
1/15/1911,4202
2/15/1911,4202.3
3/15/1911,4202.7
4/15/1911,4203
5/15/1911,4203.2
6/15/1911,4203.1
7/15/1911,4203
8/15/1911,4202.7
9/15/1911,4202.1
10/15/1911,4201.6
11/15/1911,4201.7
12/15/1911,4201.6
1/15/1912,4201.6
2/15/1912,4201.8
3/15/1912,4202
4/15/1912,4202.2
5/15/1912,4202.5
6/15/1912,4202.6
7/15/1912,4202.7
8/15/1912,4202.4
9/15/1912,4202.1
10/15/1912,4201.8
11/15/1912,4201.9
12/15/1912,4202.1
1/15/1913,4202.1
2/15/1913,4202.1
3/15/1913,4202.3
4/15/1913,4202.6
5/15/1913,4202.8
6/15/1913,4202.9
7/15/1913,4202.8
8/15/1913,4202.5
9/15/1913,4202
10/15/1913,4201.9
11/15/1913,4201.7
12/15/1913,4201.8
1/15/1914,4201.9
2/15/1914,4202.3
3/15/1914,4202.6
4/15/1914,4202.8
5/15/1914,4203.1
6/15/1914,4203.3
7/15/1914,4203.6
8/15/1914,4203.3
9/15/1914,4202.8
10/15/1914,4202.4
11/15/1914,4202.5
12/15/1914,4202.4
1/15/1915,4202.5
2/15/1915,4202.6
3/15/1915,4202.9
4/15/1915,4203.1
5/15/1915,4203.2
6/15/1915,4203.2
7/15/1915,4202.9
8/15/1915,4202.4
9/15/1915,4201.9
10/15/1915,4201.6
11/15/1915,4201.4
12/15/1915,4201.4
1/15/1916,4201.4
2/15/1916,4201.6
3/15/1916,4202.1
4/15/1916,4202.5
5/15/1916,4202.9
6/15/1916,4202.8
7/15/1916,4202.6
8/15/1916,4202.2
9/15/1916,4201.6
10/15/1916,4201.3
11/15/1916,4201.4
12/15/1916,4201.4
1/15/1917,4201.5
2/15/1917,4201.6
3/15/1917,4201.9
4/15/1917,4202.3
5/15/1917,4202.8
6/15/1917,4203.1
7/15/1917,4203.4
8/15/1917,4203.2
9/15/1917,4202.7
10/15/1917,4202.5
11/15/1917,4202.3
12/15/1917,4202.5
1/15/1918,4202.6
2/15/1918,4202.9
3/15/1918,4203.1
4/15/1918,4203.5
5/15/1918,4203.5
6/15/1918,4203.4
7/15/1918,4203.1
8/15/1918,4202.9
9/15/1918,4202.4
10/15/1918,4202.1
11/15/1918,4201.9
12/15/1918,4202
1/15/1919,4202.2
2/15/1919,4202.3
3/15/1919,4202.5
4/15/1919,4202.7
5/15/1919,4202.7
6/15/1919,4202.6
7/15/1919,4202
8/15/1919,4201.5
9/15/1919,4201.1
10/15/1919,4200.8
11/15/1919,4200.7
12/15/1919,4200.7
1/15/1920,4200.8
2/15/1920,4200.9
3/15/1920,4201.2
4/15/1920,4201.4
5/15/1920,4201.7
6/15/1920,4202
7/15/1920,4201.9
8/15/1920,4201.5
9/15/1920,4201.1
10/15/1920,4200.7
11/15/1920,4200.9
12/15/1920,4201.1
1/15/1921,4201.3
2/15/1921,4201.5
3/15/1921,4201.8
4/15/1921,4202.3
5/15/1921,4202.7
6/15/1921,4203.2
7/15/1921,4203.3
8/15/1921,4202.8
9/15/1921,4202.2
10/15/1921,4201.9
11/15/1921,4201.9
12/15/1921,4202
1/15/1922,4202.3
2/15/1922,4202.5
3/15/1922,4202.9
4/15/1922,4203.3
5/15/1922,4203.7
6/15/1922,4204.3
7/15/1922,4204.4
8/15/1922,4203.9
9/15/1922,4203.6
10/15/1922,4203.1
11/15/1922,4202.9
12/15/1922,4203.1
1/15/1923,4203.3
2/15/1923,4203.7
3/15/1923,4203.8
4/15/1923,4204.1
5/15/1923,4204.4
6/15/1923,4204.9
7/15/1923,4204.8
8/15/1923,4204.4
9/15/1923,4204.1
10/15/1923,4203.7
11/15/1923,4204
12/15/1923,4204.1
1/15/1924,4204.2
2/15/1924,4204.4
3/15/1924,4204.7
4/15/1924,4204.9
5/15/1924,4205.1
6/15/1924,4204.7
7/15/1924,4204.5
8/15/1924,4204
9/15/1924,4203.4
10/15/1924,4203.1
11/15/1924,4203
12/15/1924,4203.1
1/15/1925,4203.3
2/15/1925,4203.5
3/15/1925,4203.8
4/15/1925,4204.1
5/15/1925,4204.3
6/15/1925,4204.3
7/15/1925,4204.1
8/15/1925,4203.9
9/15/1925,4203.5
10/15/1925,4203.3
11/15/1925,4203.3
12/15/1925,4203.4
1/15/1926,4203.5
2/15/1926,4203.6
3/15/1926,4203.9
4/15/1926,4204.1
5/15/1926,4204.3
6/15/1926,4204.2
7/15/1926,4203.8
8/15/1926,4203.4
9/15/1926,4202.9
10/15/1926,4202.5
11/15/1926,4202.4
12/15/1926,4202.4
1/15/1927,4202.5
2/15/1927,4202.6
3/15/1927,4202.9
4/15/1927,4203.3
5/15/1927,4203.4
6/15/1927,4203.5
7/15/1927,4203.2
8/15/1927,4202.8
9/15/1927,4202.1
10/15/1927,4201.9
11/15/1927,4201.8
12/15/1927,4202
1/15/1928,4202
2/15/1928,4202.1
3/15/1928,4202.3
4/15/1928,4202.6
5/15/1928,4202.6
6/15/1928,4202.5
7/15/1928,4202.2
8/15/1928,4201.7
9/15/1928,4201
10/15/1928,4200.7
11/15/1928,4200.7
12/15/1928,4200.7
1/15/1929,4200.9
2/15/1929,4201
3/15/1929,4201.1
4/15/1929,4201.6
5/15/1929,4201.9
6/15/1929,4202
7/15/1929,4201.7
8/15/1929,4201.2
9/15/1929,4200.8
10/15/1929,4200.65
11/15/1929,4200.25
12/15/1929,4200.45
1/15/1930,4200.55
2/15/1930,4200.7
3/15/1930,4200.9
4/15/1930,4201.1
5/15/1930,4201.15
6/15/1930,4201.2
7/15/1930,4200.85
8/15/1930,4200.3
9/15/1930,4200.05
10/15/1930,4199.7
11/15/1930,4199.85
12/15/1930,4200
1/15/1931,4200.1
2/15/1931,4200.15
3/15/1931,4200.45
4/15/1931,4200.4
5/15/1931,4200.35
6/15/1931,4200.2
7/15/1931,4199.6
8/15/1931,4199.2
9/15/1931,4198.65
10/15/1931,4198.05
11/15/1931,4198
12/15/1931,4197.9
1/15/1932,4198.1
2/15/1932,4198.2
3/15/1932,4198.55
4/15/1932,4198.85
5/15/1932,4199.1
6/15/1932,4199.4
7/15/1932,4199.25
8/15/1932,4198.85
9/15/1932,4198.35
10/15/1932,4198
11/15/1932,4197.8
12/15/1932,4197.75
1/15/1933,4197.7
2/15/1933,4197.95
3/15/1933,4198.1
4/15/1933,4198.4
5/15/1933,4198.55
6/15/1933,4198.85
7/15/1933,4198.6
8/15/1933,4198.1
9/15/1933,4197.45
10/15/1933,4197.05
11/15/1933,4196.8
12/15/1933,4196.75
1/15/1934,4196.8
2/15/1934,4197.05
3/15/1934,4197.2
4/15/1934,4197.2
5/15/1934,4197.1
6/15/1934,4196.6
7/15/1934,4196.25
8/15/1934,4195.85
9/15/1934,4195.35
10/15/1934,4195
11/15/1934,4194.8
12/15/1934,4194.95
1/15/1935,4195.15
2/15/1935,4195.3
3/15/1935,4195.55
4/15/1935,4195.7
5/15/1935,4195.75
6/15/1935,4196.05
7/15/1935,4195.7
8/15/1935,4195.15
9/15/1935,4194.6
10/15/1935,4194.2
11/15/1935,4193.85
12/15/1935,4193.9
1/15/1936,4194
2/15/1936,4194.25
3/15/1936,4194.8
4/15/1936,4195.05
5/15/1936,4195.5
6/15/1936,4195.8
7/15/1936,4195.75
8/15/1936,4195.4
9/15/1936,4194.8
10/15/1936,4194.35
11/15/1936,4194.35
12/15/1936,4194.55
1/15/1937,4194.65
2/15/1937,4194.85
3/15/1937,4195.3
4/15/1937,4196.1
5/15/1937,4196.4
6/15/1937,4196.45
7/15/1937,4196.2
8/15/1937,4195.9
9/15/1937,4195.3
10/15/1937,4194.95
11/15/1937,4194.8
12/15/1937,4194.8
1/15/1938,4195.1
2/15/1938,4195.25
3/15/1938,4195.55
4/15/1938,4195.95
5/15/1938,4196.2
6/15/1938,4196.55
7/15/1938,4196.2
8/15/1938,4195.95
9/15/1938,4195.45
10/15/1938,4194.9
11/15/1938,4195.05
12/15/1938,4195.2
1/15/1939,4195.5
2/15/1939,4195.7
3/15/1939,4195.9
4/15/1939,4196.3
5/15/1939,4196.55
6/15/1939,4196.25
7/15/1939,4195.95
8/15/1939,4195.45
9/15/1939,4194.95
10/15/1939,4194.75
11/15/1939,4194.65
12/15/1939,4194.6
1/15/1940,4194.65
2/15/1940,4195.1
3/15/1940,4195.5
4/15/1940,4195.7
5/15/1940,4195.75
6/15/1940,4195.4
7/15/1940,4194.95
8/15/1940,4194.45
9/15/1940,4193.9
10/15/1940,4193.8
11/15/1940,4193.7
12/15/1940,4193.9
1/15/1941,4194.3
2/15/1941,4194.5
3/15/1941,4195.05
4/15/1941,4195.25
5/15/1941,4195.65
6/15/1941,4195.55
7/15/1941,4195.3
8/15/1941,4194.85
9/15/1941,4194.4
10/15/1941,4194.05
11/15/1941,4194.25
12/15/1941,4194.4
1/15/1942,4194.7
2/15/1942,4195.05
3/15/1942,4195.5
4/15/1942,4196
5/15/1942,4196.3
6/15/1942,4196.55
7/15/1942,4196.3
8/15/1942,4195.8
9/15/1942,4195.25
10/15/1942,4194.85
11/15/1942,4194.65
12/15/1942,4194.8
1/15/1943,4195.1
2/15/1943,4195.3
3/15/1943,4195.65
4/15/1943,4195.85
5/15/1943,4196.2
6/15/1943,4196.2
7/15/1943,4196.05
8/15/1943,4195.6
9/15/1943,4195.05
10/15/1943,4194.75
11/15/1943,4194.6
12/15/1943,4194.75
1/15/1944,4195.05
2/15/1944,4195.15
3/15/1944,4195.5
4/15/1944,4195.9
5/15/1944,4196.2
6/15/1944,4196.3
7/15/1944,4196.45
8/15/1944,4196
9/15/1944,4195.35
10/15/1944,4194.95
11/15/1944,4194.85
12/15/1944,4194.9
1/15/1945,4195.05
2/15/1945,4195.2
3/15/1945,4195.65
4/15/1945,4195.8
5/15/1945,4195.9
6/15/1945,4196
7/15/1945,4196.4
8/15/1945,4195.9
9/15/1945,4195.6
10/15/1945,4195.2
11/15/1945,4195.25
12/15/1945,4195.5
1/15/1946,4195.75
2/15/1946,4196.05
3/15/1946,4196.2
4/15/1946,4196.7
5/15/1946,4197.1
6/15/1946,4197.15
7/15/1946,4196.85
8/15/1946,4196.35
9/15/1946,4195.85
10/15/1946,4195.4
11/15/1946,4195.55
12/15/1946,4195.85
1/15/1947,4196.25
2/15/1947,4196.35
3/15/1947,4196.9
4/15/1947,4197
5/15/1947,4197.2
6/15/1947,4197.15
7/15/1947,4197.15
8/15/1947,4196.8
9/15/1947,4196.35
10/15/1947,4196.25
11/15/1947,4196.25
12/15/1947,4196.5
1/15/1948,4196.7
2/15/1948,4196.85
3/15/1948,4197.05
4/15/1948,4197.3
5/15/1948,4197.6
6/15/1948,4197.75
7/15/1948,4197.75
8/15/1948,4197.15
9/15/1948,4196.55
10/15/1948,4196.25
11/15/1948,4196.15
12/15/1948,4196.25
1/15/1949,4196.5
2/15/1949,4196.75
3/15/1949,4197.05
4/15/1949,4197.8
5/15/1949,4198
6/15/1949,4198.25
7/15/1949,4198
8/15/1949,4197.5
9/15/1949,4197.05
10/15/1949,4196.7
11/15/1949,4196.8
12/15/1949,4197
1/15/1950,4197.15
2/15/1950,4197.4
3/15/1950,4197.9
4/15/1950,4198.15
5/15/1950,4198.35
6/15/1950,4198.8
7/15/1950,4198.65
8/15/1950,4198.3
9/15/1950,4197.9
10/15/1950,4197.55
11/15/1950,4197.6
12/15/1950,4197.9
1/15/1951,4198.3
2/15/1951,4198.5
3/15/1951,4198.95
4/15/1951,4199.2
5/15/1951,4199.45
6/15/1951,4199.9
7/15/1951,4199.55
8/15/1951,4199.15
9/15/1951,4198.85
10/15/1951,4198.45
11/15/1951,4198.35
12/15/1951,4198.55
1/15/1952,4198.8
2/15/1952,4199.2
3/15/1952,4199.5
4/15/1952,4200.05
5/15/1952,4200.6
6/15/1952,4200.95
7/15/1952,4200.75
8/15/1952,4200.4
9/15/1952,4199.9
10/15/1952,4199.55
11/15/1952,4199.4
12/15/1952,4199.35
1/15/1953,4199.6
2/15/1953,4200.05
3/15/1953,4200.2
4/15/1953,4200.3
5/15/1953,4200.5
6/15/1953,4200.55
7/15/1953,4200.5
8/15/1953,4200
9/15/1953,4199.35
10/15/1953,4198.95
11/15/1953,4198.75
12/15/1953,4198.75
1/15/1954,4198.8
2/15/1954,4199.05
3/15/1954,4199.15
4/15/1954,4199.3
5/15/1954,4199.35
6/15/1954,4199.05
7/15/1954,4198.85
8/15/1954,4198.35
9/15/1954,4197.7
10/15/1954,4197.35
11/15/1954,4197.15
12/15/1954,4197.25
1/15/1955,4197.3
2/15/1955,4197.45
3/15/1955,4197.6
4/15/1955,4197.85
5/15/1955,4198.05
6/15/1955,4197.95
7/15/1955,4197.8
8/15/1955,4197.3
9/15/1955,4196.95
10/15/1955,4196.55
11/15/1955,4196.4
12/15/1955,4196.45
1/15/1956,4196.85
2/15/1956,4197.3
3/15/1956,4197.5
4/15/1956,4197.6
5/15/1956,4197.75
6/15/1956,4197.85
7/15/1956,4197.5
8/15/1956,4197.05
9/15/1956,4196.35
10/15/1956,4196
11/15/1956,4195.9
12/15/1956,4195.9
1/15/1957,4196.15
2/15/1957,4196.3
3/15/1957,4196.55
4/15/1957,4196.75
5/15/1957,4197
6/15/1957,4197.45
7/15/1957,4197.4
8/15/1957,4196.95
9/15/1957,4196.3
10/15/1957,4196
11/15/1957,4195.85
12/15/1957,4195.95
1/15/1958,4196.15
2/15/1958,4196.35
3/15/1958,4196.8
4/15/1958,4196.95
5/15/1958,4197.4
6/15/1958,4197.4
7/15/1958,4196.95
8/15/1958,4196.35
9/15/1958,4195.9
10/15/1958,4195.5
11/15/1958,4195.25
12/15/1958,4195.3
1/15/1959,4195.5
2/15/1959,4195.75
3/15/1959,4195.95
4/15/1959,4196
5/15/1959,4196.05
6/15/1959,4195.95
7/15/1959,4195.7
8/15/1959,4195.3
9/15/1959,4194.8
10/15/1959,4194.5
11/15/1959,4194.4
12/15/1959,4194.3
1/15/1960,4194.5
2/15/1960,4194.65
3/15/1960,4194.85
4/15/1960,4195.3
5/15/1960,4195.3
6/15/1960,4195.15
7/15/1960,4194.75
8/15/1960,4194.25
9/15/1960,4193.65
10/15/1960,4193.325
11/15/1960,4193.2
12/15/1960,4193.25
1/15/1961,4193.35
2/15/1961,4193.45
3/15/1961,4193.65
4/15/1961,4193.775
5/15/1961,4193.6
6/15/1961,4193.325
7/15/1961,4192.925
8/15/1961,4192.35
9/15/1961,4191.8
10/15/1961,4191.7
11/15/1961,4191.6
12/15/1961,4191.8
1/15/1962,4192.05
2/15/1962,4192.2
3/15/1962,4193.025
4/15/1962,4193.35
5/15/1962,4193.625
6/15/1962,4193.825
7/15/1962,4193.525
8/15/1962,4192.975
9/15/1962,4192.425
10/15/1962,4192.025
11/15/1962,4191.9
12/15/1962,4191.9
1/15/1963,4191.95
2/15/1963,4192.1
3/15/1963,4192.35
4/15/1963,4192.475
5/15/1963,4192.8
6/15/1963,4192.875
7/15/1963,4192.65
8/15/1963,4192.025
9/15/1963,4191.6
10/15/1963,4191.425
11/15/1963,4191.4
12/15/1963,4191.725
1/15/1964,4191.85
2/15/1964,4191.975
3/15/1964,4192.075
4/15/1964,4192.6
5/15/1964,4193.175
6/15/1964,4193.65
7/15/1964,4194.075
8/15/1964,4193.475
9/15/1964,4192.9
10/15/1964,4192.55
11/15/1964,4192.4
12/15/1964,4192.45
1/15/1965,4193.025
2/15/1965,4193.475
3/15/1965,4193.675
4/15/1965,4193.75
5/15/1965,4194.15
6/15/1965,4194.225
7/15/1965,4194.125
8/15/1965,4193.8
9/15/1965,4193.7
10/15/1965,4193.775
11/15/1965,4193.825
12/15/1965,4194.25
1/15/1966,4194.55
2/15/1966,4194.85
3/15/1966,4195.275
4/15/1966,4195.575
5/15/1966,4195.575
6/15/1966,4195.275
7/15/1966,4194.725
8/15/1966,4194.2
9/15/1966,4193.6
10/15/1966,4193.35
11/15/1966,4193.25
12/15/1966,4193.35
1/15/1967,4193.5
2/15/1967,4193.775
3/15/1967,4193.95
4/15/1967,4194.075
5/15/1967,4194.35
6/15/1967,4194.65
7/15/1967,4195.05
8/15/1967,4194.525
9/15/1967,4194.05
10/15/1967,4193.825
11/15/1967,4193.825
12/15/1967,4193.9
1/15/1968,4194.075
2/15/1968,4194.3
3/15/1968,4194.975
4/15/1968,4195.35
5/15/1968,4195.425
6/15/1968,4195.5
7/15/1968,4195.325
8/15/1968,4194.825
9/15/1968,4194.6
10/15/1968,4194.25
11/15/1968,4194.425
12/15/1968,4194.625
1/15/1969,4195
2/15/1969,4195.6
3/15/1969,4196.175
4/15/1969,4196.85
5/15/1969,4197.075
6/15/1969,4196.8
7/15/1969,4196.6
8/15/1969,4196.15
9/15/1969,4195.575
10/15/1969,4195.175
11/15/1969,4195.3
12/15/1969,4195.5
1/15/1970,4195.7
2/15/1970,4196.175
3/15/1970,4196.325
4/15/1970,4196.35
5/15/1970,4196.35
6/15/1970,4196.395
7/15/1970,4196.15
8/15/1970,4195.6
9/15/1970,4195.175
10/15/1970,4194.875
11/15/1970,4195.025
12/15/1970,4195.375
1/15/1971,4195.725
2/15/1971,4196.375
3/15/1971,4196.75
4/15/1971,4197.025
5/15/1971,4197.65
6/15/1971,4197.95
7/15/1971,4197.9
8/15/1971,4197.4
9/15/1971,4197.05
10/15/1971,4196.925
11/15/1971,4197.3
12/15/1971,4197.625
1/15/1972,4197.925
2/15/1972,4198.325
3/15/1972,4198.8
4/15/1972,4199.125
5/15/1972,4199.55
6/15/1972,4199.45
7/15/1972,4199.075
8/15/1972,4198.5
9/15/1972,4198.025
10/15/1972,4197.925
11/15/1972,4198.175
12/15/1972,4198.425
1/15/1973,4198.7
2/15/1973,4199.075
3/15/1973,4199.575
4/15/1973,4200.175
5/15/1973,4200.4
6/15/1973,4200.4
7/15/1973,4200
8/15/1973,4199.575
9/15/1973,4199.15
10/15/1973,4199.2
11/15/1973,4199.225
12/15/1973,4199.4
1/15/1974,4199.625
2/15/1974,4199.95
3/15/1974,4200.375
4/15/1974,4200.875
5/15/1974,4201.2
6/15/1974,4201.275
7/15/1974,4200.725
8/15/1974,4200.025
9/15/1974,4199.5
10/15/1974,4199.2
11/15/1974,4199.325
12/15/1974,4199.4
1/15/1975,4199.55
2/15/1975,4199.725
3/15/1975,4200.075
4/15/1975,4200.525
5/15/1975,4201.025
6/15/1975,4201.45
7/15/1975,4201.425
8/15/1975,4200.9
9/15/1975,4200.3
10/15/1975,4199.95
11/15/1975,4200.15
12/15/1975,4200.375
1/15/1976,4200.65
2/15/1976,4200.95
